idigbio,gbif,idigbio_uuid,gbif_key,idigbio_recordset,gbif_datasetkey,institutionCode,collectionCode,catalogNumber,idigbio_scientificname,gbif_acceptedScientificName,country,stateProvince,county,municipality,locality,year,habitat,preparations,idigbio_associatedSequences
yes,yes,14249182-d583-4329-983e-6332a765b438,2274766341,a8413649-05d9-46da-b137-1317a709453f,717b3b87-0ebd-46b4-812b-4a29786798d9,umzc,vertebrates,e.5630.a,megaderma frons,Lavia frons frons,[ghana],NA,NA,NA,Cape Coast Castle,NA,NA,Whole specimen (in spirit),NA
yes,yes,1fb2ee6d-07ae-4d9a-a90a-327e9ca0f453,2274783220,a8413649-05d9-46da-b137-1317a709453f,717b3b87-0ebd-46b4-812b-4a29786798d9,umzc,vertebrates,e.5630.c,megaderma frons,Lavia frons frons,[ghana],NA,NA,NA,Accra,NA,NA,Whole specimen (in spirit),NA
yes,yes,59ecdc22-9fd2-4bee-9a86-0ae9f4a19d68,2274760950,a8413649-05d9-46da-b137-1317a709453f,717b3b87-0ebd-46b4-812b-4a29786798d9,umzc,vertebrates,e.5630.b,megaderma frons,Lavia frons frons,[ghana],NA,NA,NA,Cape Coast Castle,NA,NA,Whole specimen (in spirit),NA
yes,yes,012e65ff-5c93-4a14-aa5e-285fdac50c75,1320811147,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,821cc27a-e3bb-4bc5-ac34-89ada245069d,usnm,mammals,396833,macroderma gigas,"Macroderma gigas (Dobson, 1880)",australia,northern territory,NA,NA,"Darwin, 162 Mi SE",1972,NA,Skin; Skull,NA
yes,yes,093f7ab7-8f54-4a0b-93f8-d510e03aeaaa,1320075816,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,821cc27a-e3bb-4bc5-ac34-89ada245069d,usnm,mammals,396832,macroderma gigas,"Macroderma gigas (Dobson, 1880)",australia,northern territory,NA,NA,"Darwin, 162 Mi SE",1972,NA,Skin; Skull,NA
yes,NA,1bba4c0c-63b5-4c63-b753-b0e93a67b545,NA,2d853a6d-50ec-4931-8e91-48fc2491fdee,NA,lacm,mammals,NA,macroderma gigas,NA,australia,northern territory,NA,NA,"12 km E Mt. Wells, Casey's Mine",1988,NA,"Skin and skull, Tissue 1083",NA
yes,yes,25a2c08d-820a-4037-a47f-039d444e2633,476853711,271a9ce9-c6d3-4b63-a722-cb0adc48863f,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,mcz,mamm,28145,macroderma gigas,"Macroderma gigas (Dobson, 1880)",australia,northern territory,NA,NA,"north Northern Territory, Oenpelli, East Alligator River",1918,NA,whole animal (ethanol),NA
yes,yes,3c09075c-5eac-499d-9ca8-f2100e28398c,1319009967,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,821cc27a-e3bb-4bc5-ac34-89ada245069d,usnm,mammals,396830,macroderma gigas,"Macroderma gigas (Dobson, 1880)",australia,northern territory,NA,NA,"Darwin, 162 Mi SE",1972,NA,Skin,NA
yes,yes,5d0c61b0-f122-4a2c-8926-28cf12e10fc2,1320834060,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,821cc27a-e3bb-4bc5-ac34-89ada245069d,usnm,mammals,396886,macroderma gigas,"Macroderma gigas (Dobson, 1880)",australia,northern territory,NA,NA,"Darwin, 150 Mi SE",1972,NA,Skin; Skull,NA
yes,yes,741f4a3e-404c-4478-b325-1eeb3f3ea65f,1322680727,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,821cc27a-e3bb-4bc5-ac34-89ada245069d,usnm,mammals,396867,macroderma gigas,"Macroderma gigas (Dobson, 1880)",australia,northern territory,NA,NA,"Darwin, 162 Mi SE, Jim Jim Creek Tributary Of S Alligator River",1972,NA,Fluid,NA
yes,yes,7752d3e5-6b9a-44b0-ac54-bc001814fec6,1320564091,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,821cc27a-e3bb-4bc5-ac34-89ada245069d,usnm,mammals,396828,macroderma gigas,"Macroderma gigas (Dobson, 1880)",australia,northern territory,NA,NA,"Darwin, 162 Mi SE",1972,NA,Skin; Skull,NA
yes,yes,810ad184-e227-4b26-ae72-d9a63f13b25a,1322726540,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,821cc27a-e3bb-4bc5-ac34-89ada245069d,usnm,mammals,396893,macroderma gigas,"Macroderma gigas (Dobson, 1880)",australia,northern territory,NA,NA,"Darwin, 154 Mi SE",1972,NA,Skin; Skull,NA
yes,yes,83510322-df9c-4aef-a01b-ba62a607ae92,1320605350,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,821cc27a-e3bb-4bc5-ac34-89ada245069d,usnm,mammals,396894,macroderma gigas,"Macroderma gigas (Dobson, 1880)",australia,northern territory,NA,NA,"Darwin, 154 Mi SE",1972,NA,Fluid,NA
yes,yes,8c4c6591-0813-41e0-9737-aaf8dc5c2e86,1318826662,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,821cc27a-e3bb-4bc5-ac34-89ada245069d,usnm,mammals,396829,macroderma gigas,"Macroderma gigas (Dobson, 1880)",australia,northern territory,NA,NA,"Darwin, 162 Mi SE",1972,NA,Skin; Skull,NA
yes,yes,98bedad4-1072-4fdd-b29f-d055614c10b4,859459993,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-183435,macroderma gigas,"Macroderma gigas (Dobson, 1880)",australia,northern territory,NA,NA,"Red Bank Mine, 18 mi.W.Wollogorang",1959,NA,Not Mounted,NA
yes,yes,a419210e-93a3-4007-97d8-9d875a7d8c48,1321414342,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,821cc27a-e3bb-4bc5-ac34-89ada245069d,usnm,mammals,396827,macroderma gigas,"Macroderma gigas (Dobson, 1880)",australia,northern territory,NA,NA,"Darwin, 162 Mi SE",1972,NA,Skin; Skull; Skeleton,NA
yes,yes,aa886ebe-e8b0-4511-8a04-b41f92a04199,1321415626,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,821cc27a-e3bb-4bc5-ac34-89ada245069d,usnm,mammals,396834,macroderma gigas,"Macroderma gigas (Dobson, 1880)",australia,northern territory,NA,NA,"Darwin, 162 Mi SE",1972,NA,Skin; Skull,NA
yes,yes,ba0a7c95-10df-4ec4-b0ef-f02de42fab8d,1318564308,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,821cc27a-e3bb-4bc5-ac34-89ada245069d,usnm,mammals,396878,macroderma gigas,"Macroderma gigas (Dobson, 1880)",australia,northern territory,NA,NA,"Darwin, 150 Mi SE",1972,NA,Fluid,NA
yes,yes,d8343161-3a3d-4f1f-ae1c-1117eb7e6f83,1318654005,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,821cc27a-e3bb-4bc5-ac34-89ada245069d,usnm,mammals,396831,macroderma gigas,"Macroderma gigas (Dobson, 1880)",australia,northern territory,NA,NA,"Darwin, 162 Mi SE",1972,NA,Skin; Skull,NA
NA,yes,NA,1919741895,NA,7e380070-f762-11e1-a439-00145eb45e9a,nhmuk,zoo,1939.3755,NA,"Macroderma gigas (Dobson, 1880)",australia,northern territory,NA,NA,"Alice Springs, Australia Central",NA,NA,NA,NA
yes,NA,cab99fd4-eb6b-4d73-9885-809f58ebcdb5,NA,24aa66d3-86a3-44a7-b6a3-6a45edc1e6a9,NA,magnt,mammal,u5777,macroderma gigas,NA,australia,nt,NA,NA,"Territory Wildlife Park, Darwin Area",NA,NA,skeleton,NA
yes,yes,0063717c-74a7-4478-a1c0-924baf21446f,859371142,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-162672,macroderma gigas gigas,"Macroderma gigas (Dobson, 1880)",australia,queensland,rockhampton,NA,Johanssen's Cave,1948,NA,Not Mounted,NA
yes,yes,0ea5cb56-7675-479d-826e-26e590d32434,859371150,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-162674,macroderma gigas gigas,"Macroderma gigas (Dobson, 1880)",australia,queensland,rockhampton,NA,Johanssen's Cave,1948,NA,"Fluid, Whole Body, With Skin",NA
yes,yes,44426636-ea22-419b-b743-e83231be7a5d,859371127,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-162669,macroderma gigas gigas,"Macroderma gigas (Dobson, 1880)",australia,queensland,rockhampton,NA,Johanssen's Cave,1948,NA,Not Mounted,NA
yes,yes,6ea7e795-16df-4dd3-a635-2db4a2012e2a,859371137,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-162671,macroderma gigas gigas,"Macroderma gigas (Dobson, 1880)",australia,queensland,rockhampton,NA,Johanssen's Cave,1948,NA,"Fluid, Whole Body, With Skin",NA
yes,yes,7faf3024-22b4-492c-a4fd-7980e0b6af9d,859371132,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-162670,macroderma gigas gigas,"Macroderma gigas (Dobson, 1880)",australia,queensland,rockhampton,NA,Johanssen's Cave,1948,NA,Not Mounted,NA
yes,yes,9dd2a8b3-dc27-4d82-a288-36095aef09cc,859371146,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-162673,macroderma gigas gigas,"Macroderma gigas (Dobson, 1880)",australia,queensland,rockhampton,NA,Johanssen's Cave,1948,NA,Not Mounted,NA
yes,yes,b902a7b1-f7ab-4b95-aea0-b6a2bf32efed,859425175,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-66148,macroderma gigas gigas,"Macroderma gigas (Dobson, 1880)",australia,queensland,chillagoe,NA,Chillagoe Caves,1922,NA,NA,NA
yes,yes,cc76532c-5d2a-4362-ad40-18b309129657,1066623738,2292f5d5-d39f-4944-be72-fa5dd62f581c,a79c2b50-6c8a-11de-8226-b8a03c50a862,qm,mammals,jm14671,macroderma gigas,"Macroderma gigas (Dobson, 1880)",australia,queensland,NA,NA,Noblor Creek,1994,NA,Spirit,NA
yes,yes,d08ccfe8-e8fe-4c91-a8f9-89cc402555aa,1805744018,9e046dad-2b23-4f95-8eaf-c0346de2556e,41fc5c40-5e81-496f-9733-6b5681b3b7a5,fmnh,mammals,230752,macroderma gigas,"Macroderma gigas (Dobson, 1880)",australia,queensland,NA,NA,"Rockhampton, The caves, Johansen's cave",1964,NA,NA,NA
yes,NA,036d01b6-211f-4b73-8436-891a278c91c3,NA,cb790bee-26da-40ed-94e0-d179618f9bd4,NA,amnh,mammals,m-236546,macroderma gigas gigas,NA,australia,western australia,NA,NA,Tunnel creek,1973,NA,"Skeleton, Skull, Complete Post Cranial, Cranium and Mandible, Disarticulated, Not Mounted",NA
yes,NA,0dbc9f85-b0ed-4848-93a3-f3761c1c3e76,NA,319636db-c2da-493c-beac-1194949e95b4,NA,rom,vertebrate palaeontology,23702 c,macroderma gigas,NA,australia,western australia,NA,NA,coast N of Perth,1969,NA,MANDIBLE PARTIAL; INCOMPLETE; TOOTH COMPLETE; LM1; LM3; RIGHT,NA
yes,NA,1388143a-b08f-4e50-8f07-876f11199b2d,NA,cb790bee-26da-40ed-94e0-d179618f9bd4,NA,amnh,mammals,m-236544,macroderma gigas gigas,NA,australia,western australia,NA,NA,Tunnel creek,1973,NA,"Fluid, Whole Body, With Skin",NA
yes,yes,15a20582-96c9-4a61-b73e-0d4558ae27c8,859388647,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-196382,macroderma gigas gigas,"Macroderma gigas (Dobson, 1880)",australia,western australia,jurien bay,NA,Hastings Cave.,1968,NA,"Skull, Cranium and Mandible, Not Mounted",NA
yes,NA,427def86-200d-47e0-8ba1-73516802d1f6,NA,cb790bee-26da-40ed-94e0-d179618f9bd4,NA,amnh,mammals,m-197211,macroderma gigas,NA,australia,western australia,marble bar,NA,20 mi. S. of Marble Bar.,1964,NA,Not Mounted,NA
yes,NA,931d6e62-0fec-4b6e-ad74-8029c2cf6ff8,NA,cb790bee-26da-40ed-94e0-d179618f9bd4,NA,amnh,mammals,m-197210,macroderma gigas gigas,NA,australia,western australia,NA,NA,Kalumburu,1965,NA,"Fluid, Whole Body, With Skin",NA
yes,NA,9d56eecd-3596-485b-896f-875b9d160385,NA,319636db-c2da-493c-beac-1194949e95b4,NA,rom,vertebrate palaeontology,23702 a,macroderma gigas,NA,australia,western australia,NA,NA,coast N of Perth,NA,NA,SKULL; INCOMPLETE; TOOTH COMPLETE;,NA
yes,NA,d42cb0fd-5921-4887-a73d-0f81f9763985,NA,cb790bee-26da-40ed-94e0-d179618f9bd4,NA,amnh,mammals,m-236545,macroderma gigas gigas,NA,australia,western australia,NA,NA,Tunnel creek,1973,NA,"Fluid, Whole Body, With Skin",NA
yes,NA,f6060c2e-d0bd-4fef-9b40-9b804307e256,NA,319636db-c2da-493c-beac-1194949e95b4,NA,rom,vertebrate palaeontology,23702 b,macroderma gigas,NA,australia,western australia,NA,NA,coast N of Perth,NA,NA,SKULL; INCOMPLETE; TOOTH COMPLETE; UM2; RIGHT; UP4; UM1-2; LEFT,NA
yes,yes,18688c18-ce38-4473-b063-e4b61609073d,2274760574,a8413649-05d9-46da-b137-1317a709453f,717b3b87-0ebd-46b4-812b-4a29786798d9,umzc,vertebrates,e.5631.b,megaderma gigas,"Macroderma gigas (Dobson, 1880)",australia,NA,NA,NA,Near Alice Springs,NA,NA,Skin + skull with jaw (in skin),NA
yes,yes,3f8b5878-600a-45c7-aeeb-001c7c6f69b5,1066623776,2292f5d5-d39f-4944-be72-fa5dd62f581c,a79c2b50-6c8a-11de-8226-b8a03c50a862,qm,mammals,jm14706,macroderma gigas,"Macroderma gigas (Dobson, 1880)",australia,NA,NA,NA,ANU - captive colony,1987,NA,Spirit,NA
yes,yes,4600cc38-a626-4504-b9cf-e3ab0cf0f4ea,1066623796,2292f5d5-d39f-4944-be72-fa5dd62f581c,a79c2b50-6c8a-11de-8226-b8a03c50a862,qm,mammals,jm14728,macroderma gigas,"Macroderma gigas (Dobson, 1880)",australia,NA,NA,NA,UQ Colony,NA,NA,Spirit,NA
yes,yes,bf0e877d-5d09-4eb9-b648-0c54db056f91,2274752385,a8413649-05d9-46da-b137-1317a709453f,717b3b87-0ebd-46b4-812b-4a29786798d9,umzc,vertebrates,e.5631.a,megaderma gigas,"Macroderma gigas (Dobson, 1880)",australia,NA,NA,NA,Alice Springs,NA,NA,Whole specimen (in spirit),NA
NA,yes,NA,1919798367,NA,7e380070-f762-11e1-a439-00145eb45e9a,nhmuk,zoo,1892.5.20.2,NA,"Macroderma gigas (Dobson, 1880)",australia,NA,NA,NA,Central.,NA,NA,NA,NA
NA,yes,NA,1919798489,NA,7e380070-f762-11e1-a439-00145eb45e9a,nhmuk,zoo,1892.5.20.1,NA,"Macroderma gigas (Dobson, 1880)",australia,NA,NA,NA,Central.,NA,NA,NA,NA
NA,yes,NA,1919806676,NA,7e380070-f762-11e1-a439-00145eb45e9a,nhmuk,zoo,1926.3.11.140,NA,"Macroderma gigas (Dobson, 1880)",australia,NA,NA,NA,KATHERINE.,NA,NA,NA,NA
NA,yes,NA,1919806684,NA,7e380070-f762-11e1-a439-00145eb45e9a,nhmuk,zoo,1926.3.11.139,NA,"Macroderma gigas (Dobson, 1880)",australia,NA,NA,NA,"Groote Eylandt, N. Terr.",NA,NA,NA,NA
yes,yes,7cf0fb61-57ee-4080-ae97-e6990d08c058,1044001984,cd46dc32-5e36-414b-a8d7-dea9df1f9106,3959ee49-7678-4a88-9049-5dfc55ccebf3,mnhn,zm,mo-1924-143,"megaderma frons (geoffroy saint-hilaire e., 1810)",Lavia frons frons,bénin,NA,NA,NA,Dahomey,NA,NA,NA,NA
yes,yes,85dcbd42-d25d-4c26-b9f9-8a602b85a650,1044001985,cd46dc32-5e36-414b-a8d7-dea9df1f9106,3959ee49-7678-4a88-9049-5dfc55ccebf3,mnhn,zm,mo-1924-144ac,"lavia frons geoffroy saint-hilaire e., 1810","Lavia frons (E.Geoffroy, 1810)",bénin,NA,NA,NA,Dahomey,NA,NA,NA,NA
yes,NA,25e9ff99-e89a-4d02-8c34-739dd281d418,NA,d0d1c390-e662-4980-97e3-ae0039a06de8,NA,NA,mammalia,NA,megaderma lyra (geoffroy),NA,bhārat,"burdwan district, bengal",NA,NA,Jhapandanga,1978,NA,alcohol >70%,NA
yes,yes,06d59b8f-95cc-48f0-ba68-6f1fcb795075,1044021512,cd46dc32-5e36-414b-a8d7-dea9df1f9106,3959ee49-7678-4a88-9049-5dfc55ccebf3,mnhn,zm,mo-1982-898,"megaderma (megaderma) spasma linnaeus, 1758","Megaderma spasma (Linnaeus, 1758)",cambodge,NA,NA,NA,Tonlé-Baty près de Takéo,NA,NA,NA,NA
yes,yes,65729cbc-b4e3-4eaf-ab10-26f1f5e07a0d,1044017818,cd46dc32-5e36-414b-a8d7-dea9df1f9106,3959ee49-7678-4a88-9049-5dfc55ccebf3,mnhn,zm,mo-1975-539,"megaderma (megaderma) spasma linnaeus, 1758","Megaderma spasma (Linnaeus, 1758)",cambodge,NA,NA,NA,Sihanoukville,NA,NA,NA,NA
yes,yes,1d7f2855-4975-491b-a7e0-dde8f6e70198,896999818,b4d4e884-a2ef-4967-b4cb-2072fc465eaf,377be098-626f-4cc2-b4b5-35700050669a,uam,mammal specimens,uam:mamm:104468,megaderma spasma,"Megaderma spasma (Linnaeus, 1758)",cambodia,NA,NA,NA,unknown,2001,NA,"whole organism, dissected (ethanol); muscle (frozen); muscle (frozen) sample",NA
NA,yes,NA,1919783696,NA,7e380070-f762-11e1-a439-00145eb45e9a,nhmuk,zoo,1878.6.17.42,NA,"Megaderma spasma minus K.Andersen, 1918",cambodia,NA,NA,NA,"Cambodia. Thailand, Indochina /",NA,NA,NA,NA
yes,yes,ec3d0a9f-a0c0-44e9-8301-8b3421fb1bbc,1044008379,cd46dc32-5e36-414b-a8d7-dea9df1f9106,3959ee49-7678-4a88-9049-5dfc55ccebf3,mnhn,zm,mo-1957-576,"lavia frons geoffroy saint-hilaire e., 1810","Lavia frons (E.Geoffroy, 1810)",cameroon,NA,NA,NA,"Biggil, près Fort-Fourreau",NA,NA,NA,NA
NA,yes,NA,1919806049,NA,7e380070-f762-11e1-a439-00145eb45e9a,nhmuk,zoo,1923.1.22.13,NA,"Lavia frons (E.Geoffroy, 1810)",cameroon,NA,NA,NA,Tibati.,NA,NA,NA,NA
NA,yes,NA,1919806129,NA,7e380070-f762-11e1-a439-00145eb45e9a,nhmuk,zoo,1923.1.22.14,NA,"Lavia frons (E.Geoffroy, 1810)",cameroon,NA,NA,NA,Tibati.,NA,NA,NA,NA
yes,yes,90206895-5e6e-4986-a455-d6bec7953889,1044047932,cd46dc32-5e36-414b-a8d7-dea9df1f9106,3959ee49-7678-4a88-9049-5dfc55ccebf3,mnhn,zm,mo-2000-893,"lavia frons geoffroy saint-hilaire e., 1810","Lavia frons (E.Geoffroy, 1810)","centrafricaine, république",NA,NA,NA,Gounda,NA,NA,NA,NA
yes,yes,de1c78fa-b847-44f6-be93-2ca1fe854be1,1044024331,cd46dc32-5e36-414b-a8d7-dea9df1f9106,3959ee49-7678-4a88-9049-5dfc55ccebf3,mnhn,zm,mo-1984-1950,"lavia frons geoffroy saint-hilaire e., 1810","Lavia frons (E.Geoffroy, 1810)","centrafricaine, république",NA,NA,NA,Gordil,NA,NA,NA,NA
NA,yes,NA,1919767312,NA,7e380070-f762-11e1-a439-00145eb45e9a,nhmuk,zoo,1979.2033,NA,"Lavia Gray, 1838",central african republic,NA,NA,NA,Central African Republic | Bamingui,1979,NA,NA,NA
NA,yes,NA,1919814580,NA,7e380070-f762-11e1-a439-00145eb45e9a,nhmuk,zoo,1979.2033,NA,"Lavia frons (E.Geoffroy, 1810)",central african republic,NA,NA,NA,Bamingui,NA,NA,NA,NA
yes,yes,2ded6a11-3fe3-4a15-910c-af51036a7807,859393074,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-165816,lavia frons affinis,"Lavia frons affinis K.Andersen & Wroughton, 1907",chad,NA,NA,NA,30 mi n. Fort Archambault,1952,NA,Not Mounted,NA
yes,yes,692263af-38b0-4bde-a8a7-2ca032f29422,1318758578,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,821cc27a-e3bb-4bc5-ac34-89ada245069d,usnm,mammals,301935,lavia frons,"Lavia frons (E.Geoffroy, 1810)",chad,NA,NA,NA,Fort Archambault,1952,NA,Skin,NA
yes,yes,c4d31046-bbe8-4990-826b-519a13ac244b,859375644,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-165817,lavia frons affinis,"Lavia frons affinis K.Andersen & Wroughton, 1907",chad,NA,NA,NA,Kosakobo,1952,NA,Not Mounted,NA
yes,yes,fbfba192-6740-4480-bdad-b4d7fba97238,859393076,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-165815,lavia frons affinis,"Lavia frons affinis K.Andersen & Wroughton, 1907",chad,NA,NA,NA,30 mi n. Fort Archambault,1952,NA,Not Mounted,NA
NA,yes,NA,1919756873,NA,7e380070-f762-11e1-a439-00145eb45e9a,nhmuk,zoo,1975.2459,NA,"Lavia frons (E.Geoffroy, 1810)",chad,NA,NA,NA,Chad | Fort Lamy,1967,NA,NA,NA
yes,yes,21b1265e-3e6f-4b78-93d4-29950f72880d,859404378,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-33130,megaderma lyra sinensis,"Megaderma lyra sinensis (K.Andersen & Wroughton, 1907)",china,fujian,NA,NA,Tokien,1911,NA,Not Mounted,NA
yes,yes,245f6ba9-8df5-4b3a-90f1-d2563268ea79,859404373,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-33125,megaderma lyra sinensis,"Megaderma lyra sinensis (K.Andersen & Wroughton, 1907)",china,fujian,NA,NA,Tokien,1911,NA,Not Mounted,NA
yes,yes,27d981e2-a756-4ac8-a683-71266e9415ac,859404375,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-33124,megaderma lyra sinensis,"Megaderma lyra sinensis (K.Andersen & Wroughton, 1907)",china,fujian,NA,NA,Tokien,1911,NA,Not Mounted,NA
yes,yes,2a98fd6c-ae04-4181-afda-a0b41ec585b7,859404379,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-33127,megaderma lyra sinensis,"Megaderma lyra sinensis (K.Andersen & Wroughton, 1907)",china,fujian,NA,NA,Tokien,1911,NA,Not Mounted,NA
yes,yes,337119e9-dc70-4984-9d9b-883496ba4cc9,859404381,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-33126,megaderma lyra sinensis,"Megaderma lyra sinensis (K.Andersen & Wroughton, 1907)",china,fujian,NA,NA,Tokien,1911,NA,Not Mounted,NA
yes,yes,343802a0-d40e-4da7-a77e-f909d5df7b7b,476871609,271a9ce9-c6d3-4b63-a722-cb0adc48863f,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,mcz,mamm,20297,lyroderma sinensis,"Megaderma E.Geoffroy, 1810",china,fujian,NA,NA,Fuching,1911,NA,skull (dry); skin (dry),NA
yes,yes,4579d475-a186-4e9d-b0b6-19562de9fc9f,859404372,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-33128,megaderma lyra sinensis,"Megaderma lyra sinensis (K.Andersen & Wroughton, 1907)",china,fujian,NA,NA,Tokien,1911,NA,NA,NA
yes,yes,7007de7c-3986-4c40-99b1-86882b19aa5e,859455237,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-33137,megaderma lyra sinensis,"Megaderma lyra sinensis (K.Andersen & Wroughton, 1907)",china,fujian,NA,NA,Tokien,1911,NA,NA,NA
yes,yes,acb122ce-cf3d-47d6-9175-d2415e118ac2,859404377,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-33121,megaderma lyra sinensis,"Megaderma lyra sinensis (K.Andersen & Wroughton, 1907)",china,fujian,NA,NA,Tokien,1911,NA,Not Mounted,NA
yes,yes,ef6d81ba-15e1-45f2-9bf0-e7be7800ee9c,859404386,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-33131,megaderma lyra sinensis,"Megaderma lyra sinensis (K.Andersen & Wroughton, 1907)",china,fujian,NA,NA,Tokien,1911,NA,NA,NA
yes,yes,f4c709fd-4052-41e8-ba41-aa27ad20ab51,859404380,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-33129,megaderma lyra sinensis,"Megaderma lyra sinensis (K.Andersen & Wroughton, 1907)",china,fujian,NA,NA,Tokien,1911,NA,Not Mounted,NA
yes,yes,f4f8b1e3-60e0-4bc7-bfe1-ff3f440a7a6b,476806241,271a9ce9-c6d3-4b63-a722-cb0adc48863f,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,mcz,mamm,20296,lyroderma sinensis,"Megaderma E.Geoffroy, 1810",china,fujian,NA,NA,Fuching,1911,NA,skull (dry); skin (dry),NA
yes,yes,fcd300b7-3fbd-4513-b54c-2a63b8cd6e8b,859404367,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-33122,megaderma lyra sinensis,"Megaderma lyra sinensis (K.Andersen & Wroughton, 1907)",china,fujian,NA,NA,Tokien,1911,NA,NA,NA
yes,yes,fd94a8b1-9cde-4870-9560-29778d9c950e,859404383,cb790bee-26da-40ed-94e0-d179618f9bd4,96ca66b4-f762-11e1-a439-00145eb45e9a,amnh,mammals,m-33123,megaderma lyra sinensis,"Megaderma lyra sinensis (K.Andersen & Wroughton, 1907)",china,fujian,NA,NA,Tokien,1911,NA,Not Mounted,NA
yes,yes,07a6f840-1257-4c33-a2a4-cdb9a330597c,1323942206,ec359278-df8e-4766-a1d3-4b55fd822704,c5c4a23e-2035-4416-ab64-032d6df52ddb,rom,mammals,117726,megaderma lyra,"Megaderma lyra E.Geoffroy, 1810",china,guizhou,suiyang,NA,"Near Huilong, 6 km N of Kuankuoshui Nature Reserve",2006,NA,skin; skull; skeleton,NA
yes,yes,6a1967e9-f59c-4c74-8faf-d6eae7aa8814,1323941880,ec359278-df8e-4766-a1d3-4b55fd822704,c5c4a23e-2035-4416-ab64-032d6df52ddb,rom,mammals,118556,megaderma lyra,"Megaderma lyra E.Geoffroy, 1810",china,guizhou,libo,NA,"Shuipu Village, Yuping Town",2007,NA,skin; skull; skeleton,NA
yes,yes,734f0921-6b63-4bf1-889c-224ced50ae7d,1323941918,ec359278-df8e-4766-a1d3-4b55fd822704,c5c4a23e-2035-4416-ab64-032d6df52ddb,rom,mammals,118554,megaderma lyra,"Megaderma lyra E.Geoffroy, 1810",china,guizhou,libo,NA,"Shuipu Village, Yuping Town",2007,NA,skin; skull; skeleton,NA
